,Date Notice Provided to Consumers,Dates of Breach,Name of Entity,Individuals Affected,State Reported
915,2018-09-27,2018-04-09,AnotherPlanetEntertainment-DataBreach,3142 (6 in Indiana),Indiana
916,2018-08-30,2018-07-23,ApexBenefitsGroupInc-DataBreach,6 (5 in Indiana),Indiana
917,2018-03-29,2018-02-10,AppliedPlanAdministrators-DataBreach,22661 (313 in Indiana),Indiana
918,2018-08-16,2018-04-23,AquaFinanceInc-DataBreach,569 (17 in Indiana),Indiana
919,2018-04-16,2018-02-20,ArcadisUSInc-DataBreach,47 (4 in Indiana),Indiana
920,,2018-10-10,ArcherDanielsMidlandCompany-DataBreach,37 (1 in Indiana),Indiana
921,2018-06-28,2016-11-07,ArkansasChildrensHospital-DataBreach,4075 (3 in Indiana),Indiana
922,2018-05-25,2018-02-22,ArrowElectricCompany-DataBreach,251 (39 in Indiana),Indiana
923,2018-02-22,2018-02-20,ASCD,192 (1 in Indiana),Indiana
924,2018-03-21,2018-02-14,AscensusInc-DataBreach,36 (31 in Indiana),Indiana
925,2018-04-12,2018-03-19,AscensusInc-DataBreach,1 (1 in Indiana),Indiana
926,2018-03-02,2018-01-31,ASIConstructorsInc.,336 (2 in Indiana),Indiana
927,2018-11-30,2018-08-21,AthensFederalCommunityBank-DataBreach,1093 (7 in Indiana),Indiana
928,2018-03-27,2018-01-09,ATIHoldingsLLC-DataBreach,34665 (78 in Indiana),Indiana
929,2018-04-24,2016-04-01,AtriumHospitality-DataBreach,182 (1 in Indiana),Indiana
930,2018-08-03,2017-11-17,AustinFoamPlasticsInc-DataBreach,66 (1 in Indiana),Indiana
931,2018-04-09,2018-03-14,AustinNicholsCoIncorporated-DataBreach,37 (1 in Indiana),Indiana
932,2018-03-16,2018-01-12,AutismNewJerseyInc-DataBreach,26 (1 in Indiana),Indiana
933,2018-07-17,2017-11-09,AutomatedPetCareProductsInc-DataBreach,2693 (42 in Indiana),Indiana
934,2018-08-27,2018-08-14,AveannaHealthcare-DataBreach,20 (20 in Indiana),Indiana
935,2018-11-21,2018-11-01,AXA Equitable Life Insurance Company,33700 (185 in Indiana),Indiana
936,2018-04-10,2017-09-26,BTCEIncdbaHomeBrewit.com-DataBreach,1024 (207 in Indiana),Indiana
937,2018-12-11,2018-11-24,BackcountryEdgeInc-DataBreach,643 (7 in Indiana),Indiana
938,2018-03-05,2018-01-31,BadgerDaylightingLtd.,92 (7 in Indiana),Indiana
939,,,BallStateUniversity-DataBreach,Unknown (Unknown in Indiana),Indiana
940,2018-07-30,2018-06-28,BankofHope-DataBreach,11362 (7 in Indiana),Indiana
941,2018-08-15,,BankersInsuranceGroupInc-DataBreach,1075 (3 in Indiana),Indiana
942,2018-10-25,2018-05-30,BankersLife-DataBreach,799563 (32308 in Indiana),Indiana
943,2018-06-27,2018-03-18,BannerEngineeringInc-DataBreach,1229 (2 in Indiana),Indiana
944,2018-08-15,2018-08-03,BaptistHealthMedicalGroup-DataBreach,1 (1 in Indiana),Indiana
945,2018-04-04,2018-03-19,BaptistHealthMedicalGroup-DataBreach,1 (1 in Indiana),Indiana
946,2018-06-29,2018-04-20,BarnesandThornburgLLP-DataBreach,3 (2 in Indiana),Indiana
947,2018-05-04,2018-03-29,BauerMediaGroupUSA-DataBreach,410 (1 in Indiana),Indiana
948,2018-12-14,2018-10-29,BCSFinancialCorporation-DataBreach,39 (2 in Indiana),Indiana
949,2018-03-02,2018-02-02,BeachbodyLLC,854 (17 in Indiana),Indiana
950,2018-06-01,2018-04-02,BeaconHealthSystem-DataBreach,141 (27 in Indiana),Indiana
951,2018-04-06,2018-03-30,BearingDistributorsInc-DataBreach,857 (19 in Indiana),Indiana
952,2018-02-26,2017-11-08,BedBath&BeyondInc.,153 (1 in Indiana),Indiana
953,2018-02-12,,BedBath&BeyondInc.,139 (2 in Indiana),Indiana
954,2018-05-11,2018-05-11,BeechGroveMeadows-DataBreach,1 (1 in Indiana),Indiana
955,2018-09-21,2018-05-22,BeiGeneLTD-DataBreach,145 (2 in Indiana),Indiana
956,2018-05-23,2017-11-21,BellPartnersInc-DataBreach,523 (1 in Indiana),Indiana
957,2018-05-25,2018-01-30,BellwetherEnterpriseRealEstateCapitalLLC-DataBreach,355 (1 in Indiana),Indiana
958,2018-07-30,2018-07-30,HealthandHospitalCorporationofMarionCounty-DataBreach,1 (1 in Indiana),Indiana
959,2018-12-21,2018-09-01,BenchmadeKnifeCo-DataBreach,2702 (42 in Indiana),Indiana
960,2018-06-07,2015-08-20,BenefitOutsourcingSolutions-DataBreach,1144 (142 in Indiana),Indiana
961,2018-04-13,2017-09-26,BestBuyCoInc-DataBreach,Unknown (Unknown in Indiana),Indiana
962,2018-12-17,2018-08-02,BeveragesandMoreIncdbaBevMo-DataBreach,14519 (6 in Indiana),Indiana
963,2018-03-23,2017-10-31,BigfootGunBelts-DataBreach,4141 (151 in Indiana),Indiana
964,2018-04-05,2017-06-01,Bio-RadLaboratories-DataBreach,362 (2 in Indiana),Indiana
965,2018-08-24,,BiodesixInc-DataBreach,92 (5 in Indiana),Indiana
966,2018-04-30,2018-02-02,BlattnerEnergyInc-DataBreach,248 (6 in Indiana),Indiana
967,2018-12-19,2018-11-14,BLD-DataBreach,187 (15 in Indiana),Indiana
968,2018-04-06,2018-01-29,BlueBeaconInternational-DataBreach,33644 (1872 in Indiana),Indiana
969,2018-07-16,2018-05-11,BlueSpringsFamilyCarePC-DataBreach,44977 (11 in Indiana),Indiana
970,2018-01-19,2018-01-04,BluewaterThermalSolutionsLLC,225 (5 in Indiana),Indiana
971,2018-08-17,2018-07-19,BMWBankofNorthAmerica-DataBreach,54 (2 in Indiana),Indiana
972,2018-05-21,2013-09-01,BombasLLC-DataBreach,41000 (771 in Indiana),Indiana
973,2018-07-20,2018-05-23,BoysTownNationalResearchHospital-DataBreach,105626 (1 in Indiana),Indiana
974,2018-05-11,2018-03-01,BrinkerInternationalInc-DataBreach,Unknown (Unknown in Indiana),Indiana
975,2018-09-07,2018-08-21,BritishAirwaysPLC-DataBreach,429000 (176 in Indiana),Indiana
976,2018-03-19,2017-05-15,BronsonNutritionalsLLC-DataBreach,25450 (350 in Indiana),Indiana
977,2018-01-10,2017-07-18,BrowardCollege,44000 (63 in Indiana),Indiana
978,2018-05-02,2018-04-10,BrownsburgMeadows-DataBreach,2 (2 in Indiana),Indiana
979,2018-11-07,2018-02-27,BrunetteandAssociatesLLC-DataBreach,4 (2 in Indiana),Indiana
980,2018-10-12,2016-02-01,BuehlersFreshFoodsLLC-DataBreach,2040 (5 in Indiana),Indiana
981,2018-10-22,2016-06-01,ByramHealthcare-DataBreach,52 (2 in Indiana),Indiana
982,2018-09-11,2018-05-04,CandJFinancialLLC-DataBreach,372 (1 in Indiana),Indiana
983,2018-05-15,2018-01-10,CableHillPartnersLLC-DataBreach,989 (2 in Indiana),Indiana
984,2018-05-17,2018-05-09,CactusWellheadLLC-DataBreach,1086 (1 in Indiana),Indiana
985,2018-02-26,2018-01-19,CaliforniaCollegeoftheArts,2709 (1 in Indiana),Indiana
986,2018-10-05,2018-03-27,CaliforniaStateUniversityEastBay-DataBreach,9941 (4 in Indiana),Indiana
987,2018-03-06,2017-12-01,"CaliforniaStateUniversity,Fresno",10777 (27 in Indiana),Indiana
988,2018-05-09,2018-03-13,CambridgeDentalConsultingGroup-DataBreach,3840 (1 in Indiana),Indiana
989,2018-03-28,,CambridgeHealthAlliance-DataBreach,2527 (1 in Indiana),Indiana
990,2017-12-01,2017-08-15,CameronMemorialCommunityHospital-DataBreach,8 (8 in Indiana),Indiana
991,2017-11-15,2017-11-08,CameronMemorialCommunityHospital-DataBreach,2 (2 in Indiana),Indiana
992,,,CameronWoods-DataBreach,Unknown (Unknown in Indiana),Indiana
993,2018-10-19,2018-07-19,CampbellsvilleUniversityInc-DataBreach,Unknown (7 in Indiana),Indiana
994,2018-04-23,2018-02-23,CapitalDigestiveCareLLC-DataBreach,13572 (7 in Indiana),Indiana
995,2018-04-25,,CapitalFarmCredit-DataBreach,5167 (2 in Indiana),Indiana
996,2018-06-22,2018-02-01,CapitalIntegrationSystemsLLC-DataBreach,2321 (6 in Indiana),Indiana
997,2018-07-06,2018-02-12,CareerTechnologyCentersofLickingCounty-DataBreach,9578 (31 in Indiana),Indiana
998,2018-01-23,2018-01-17,CariteInc.,346 (30 in Indiana),Indiana
999,2018-03-02,2018-01-05,"CaryE.Williams,CPA",7690 (8 in Indiana),Indiana
1000,2018-12-27,,CastlightHealth-DataBreach,120 (5 in Indiana),Indiana
1001,2018-10-25,,CathayPacificAirwaysLimited-DataBreach,9400000 (1 in Indiana),Indiana
1002,2018-07-19,2018-05-21,CBIZMHMLLC-DataBreach,1246 (1 in Indiana),Indiana
1003,2018-12-21,2018-05-30,CBTX-DataBreach,7703 (4 in Indiana),Indiana
1004,2018-08-10,2018-06-08,CCRMSanFrancisco-DataBreach,366 (1 in Indiana),Indiana
1005,2018-02-15,2018-01-31,CedarvilleUniversity,241 (6 in Indiana),Indiana
1006,2018-10-25,2018-09-29,CenderaFundingInc-DataBreach,5328 (3 in Indiana),Indiana
1007,2018-03-20,2016-05-19,CenlarFSB-DataBreach,100 (1 in Indiana),Indiana
1008,,,CenterstoneofIndiana-DataBreach,Unknown (Unknown in Indiana),Indiana
1009,2018-06-15,2017-07-11,CentralChristianCollegeofKansas-DataBreach,631 (9 in Indiana),Indiana
1010,2018-03-01,2015-11-01,CentrisFederalCreditUnion,12049 (10 in Indiana),Indiana
1011,2018-10-25,2018-05-01,CeresPartnersLLC-DataBreach,8 (2 in Indiana),Indiana
1012,2018-01-08,2017-11-08,CeteraAdvisorsLLC-DataBreach,1260 (19 in Indiana),Indiana
1013,2018-04-25,2017-11-08,CeteraAdvisorsLLC-DataBreach,2299 (8 in Indiana),Indiana
1014,2018-10-22,2018-08-26,ChallengerSportsInc-DataBreach,11123 (138 in Indiana),Indiana
1015,2018-11-20,2018-10-16,ChamberlainGroupInc-DataBreach,580 (13 in Indiana),Indiana
1016,2018-08-16,2018-03-07,ChapmanandChapmanInc-DataBreach,2545 (6 in Indiana),Indiana
1017,2018-02-05,2017-11-23,"CharlesKomar&Sons,Inc.",99 (1 in Indiana),Indiana
1018,2018-08-24,,CharmsOfficeAssistant-DataBreach,17017 (238 in Indiana),Indiana
1019,2018-05-31,2017-10-26,ChattanoogaClothingCompany-DataBreach,835 (59 in Indiana),Indiana
1020,2018-08-22,2017-11-03,CheddarsScratchKitchen-DataBreach,567000 (13604 in Indiana),Indiana
1021,2018-10-16,2017-02-01,ChicagoPropertyManagementandInvestments-DataBreach,79 (2 in Indiana),Indiana
1022,2018-01-31,2017-12-02,ChildrensMercyHospital-DataBreach,38873 (17 in Indiana),Indiana
1023,,,ChilisGrillandBar-DataBreach,Unknown (Unknown in Indiana),Indiana
1024,2018-08-22,2018-07-21,ChipotleMexicanGrillInc-DataBreach,33 (1 in Indiana),Indiana
1025,2018-03-06,,ChopraEnterprisesLLC,614 (3 in Indiana),Indiana
1026,2018-07-27,2018-05-08,ChosenHealthcare-DataBreach,310 (310 in Indiana),Indiana
1027,2018-03-06,2017-06-14,CHROMEFederalCreditUnion,3122 (2 in Indiana),Indiana
1028,,,CitiBankNA,Unknown (Unknown in Indiana),Indiana
1029,2018-04-18,2015-04-01,CitibankNA-DataBreach,410 (1 in Indiana),Indiana
1030,2018-06-04,2017-06-13,CityofGoodyearArizona-DataBreach,11247 (11 in Indiana),Indiana
1031,2018-06-08,2018-05-08,CityofHopkinsville-DataBreach,120 (2 in Indiana),Indiana
1032,2018-07-23,2017-12-11,CityofMidwestCityOklahoma-DataBreach,4559 (1 in Indiana),Indiana
1033,2018-03-21,2017-09-20,ClinicalPathologyLaboratoriesSoutheastInc-DataBreach,42720 (19 in Indiana),Indiana
1034,,,ClubSoda-DataBreach,1 (1 in Indiana),Indiana
1035,2018-08-15,2018-07-11,CNGFinancialCorporationInc-DataBreach,104649 (9 in Indiana),Indiana
1036,,,CNOFinancial-DataBreach,Unknown (Unknown in Indiana),Indiana
1037,2018-04-27,2018-02-20,CNUofIndianaLLCdbaCashNetUSA-DataBreach,3265 (28 in Indiana),Indiana
1038,2018-03-08,2018-02-19,CNUOnlineHoldingsLLC,3011 (39 in Indiana),Indiana
1039,2018-11-07,,CollierHeggernessandBronkCPAs-DataBreach,2354 (1 in Indiana),Indiana
1040,2018-08-03,2018-03-28,ColoradoBankersLifeInsuranceCompany-DataBreach,99797 (1155 in Indiana),Indiana
1041,2018-02-28,2018-02-15,ColumbiaCollegeChicago,93 (2 in Indiana),Indiana
1042,2018-05-21,2018-05-21,ColumbiaHealthcareCenter-DataBreach,1 (1 in Indiana),Indiana
1043,2018-04-25,2018-04-23,ColumbusRegionalHealth-DataBreach,1 (1 in Indiana),Indiana
1044,2018-03-21,2018-01-19,CommunityFirstBank-DataBreach,2837 (3 in Indiana),Indiana
1045,2018-01-31,2018-01-02,CommunityHealthNetwork*,1 (1 in Indiana),Indiana
1046,2018-02-15,2017-05-02,CommunityHealthNetwork,1 (1 in Indiana),Indiana
1047,2018-01-30,2018-01-13,CommunityHealthNetwork,25 (25 in Indiana),Indiana
1048,,,CommunityHealthNetwork,Unknown (Unknown in Indiana),Indiana
1049,2018-02-02,2017-07-10,CommunityHealthNetwork,11 (11 in Indiana),Indiana
1050,2018-01-17,2018-01-17,CommunityHospitalofBremen,115 (115 in Indiana),Indiana
1051,2018-11-01,2018-07-26,CommunityHospitalSouth-DataBreach,1 (1 in Indiana),Indiana
1052,2018-08-06,2018-07-20,HealthandHospitalCorporationofMarionCounty-DataBreach,1 (1 in Indiana),Indiana
1053,2018-03-22,2018-02-14,CommunityPhysiciansofIndianaInc-DataBreach,1 (1 in Indiana),Indiana
1054,2018-01-11,2017-11-29,CommunityPhysiciansofIndianaInc-DataBreach,1 (1 in Indiana),Indiana
1055,2018-03-29,2018-03-19,CommunityRehabilitationHospital-DataBreach,2 (2 in Indiana),Indiana
1056,2018-08-02,2018-07-30,CommunityRehabilitationHospitalSouth-DataBreach,9 (9 in Indiana),Indiana
1057,2018-07-13,2018-04-20,ComplyRightInc-DataBreach,662475 (12056 in Indiana),Indiana
1058,2018-07-13,2018-02-09,ConcannonMillerandCoPC-DataBreach,292 (3 in Indiana),Indiana
1059,2018-02-09,2018-01-26,"CorporateEmploymentResources,Inc.",4086 (107 in Indiana),Indiana
1060,2018-05-17,2017-11-25,CorporationServiceCompany-DataBreach,94148 (698 in Indiana),Indiana
1061,2018-08-15,2018-04-26,CortlandPartners-DataBreach,588 (1 in Indiana),Indiana
1062,2018-07-06,2018-01-12,CotyInc-DataBreach,4753 (41 in Indiana),Indiana
1063,2018-02-19,2018-01-15,CountryMutualInsuranceCompany,1390 (4 in Indiana),Indiana
1064,2018-04-27,2017-11-22,CPTGroupInc-Data Breach,76299 (36 in Indiana),Indiana
1065,2018-10-15,2018-06-25,CRISF-DataBreach,118 (1 in Indiana),Indiana
1066,2018-03-30,2017-10-10,CrossRoadHealthMinistriesInc-DataBreach,245 (3 in Indiana),Indiana
1067,2018-02-19,2017-11-05,CruzstarLLC,28740 (401 in Indiana),Indiana
1068,2018-03-05,2018-01-22,CurtinMaritimeCorp.,191 (1 in Indiana),Indiana
1069,2018-07-27,2018-06-11,CVSHealth-DataBreach,12 (1 in Indiana),Indiana
1070,2018-01-08,2017-10-18,"CyrusOne,Inc.",402 (10 in Indiana),Indiana
1071,2018-03-23,2018-03-09,DanaIncorporated-DataBreach,24 (3 in Indiana),Indiana
1072,,,DaneStreetLLC-DataBreach,Unknown (100 in Indiana),Indiana
1073,2018-03-14,2017-10-23,DardenRestaurants-DataBreach,48 (1 in Indiana),Indiana
1074,2018-10-01,2018-07-09,DataIntensity-DataBreach,266 (5 in Indiana),Indiana
1075,,2018-07-21,DCInternational-DataBreach,Unknown (Unknown in Indiana),Indiana
1076,2018-12-19,2018-11-16,Deaconess DeaconessClinic-Data Breach,1 (1 in Indiana),Indiana
1077,,,DeaconessHospital,Unknown (Unknown in Indiana),Indiana
1078,2018-02-15,2018-01-31,DeaconessHospital,1 (1 in Indiana),Indiana
1079,2018-01-12,2017-12-06,DeaconessHospital,4 (4 in Indiana),Indiana
1080,2018-12-27,2018-11-13,DeaconessHospital,1 (1 in Indiana),Indiana
1081,,,DecaturCountyMemorialHospital-DataBreach,Unknown (Unknown in Indiana),Indiana
1082,2018-05-09,2018-01-31,DecaturCountyMemorialHospital-DataBreach,2 (2 in Indiana),Indiana
1083,2018-10-08,,DecisionHRHoldingsInc-DataBreach,4938 (2 in Indiana),Indiana
1084,2018-05-08,2018-01-10,DeephavenMortgageLLC-DataBreach,5593 (48 in Indiana),Indiana
1085,2018-08-31,2018-08-13,DelawareLifeInsuranceCo-DataBreach,Unknown (1 in Indiana),Indiana
1086,2018-01-11,2017-06-08,"DeliManagement,Inc.d/b/aJason'sDeli,Inc.",2000000000 (Unknown in Indiana),Indiana
1087,2018-08-15,2018-04-26,DelicatoVineyards-DataBreach,1087 (2 in Indiana),Indiana
1088,2018-04-10,2018-04-06,DeloitteTaxLLP-DataBreach,1 (1 in Indiana),Indiana
1089,2018-04-11,2017-09-26,DeltaAirLinesInc-DataBreach,825000 (10088 in Indiana),Indiana
1090,2018-04-26,2018-03-21,DeltaDentalofMissouri-DataBreach,297 (4 in Indiana),Indiana
1091,2018-07-27,2018-02-02,DeltaSteelInc-DataBreach,443 (8 in Indiana),Indiana
1092,2018-12-28,2018-08-16,DentalCenterofNorthwestOhio-DataBreach,85874 (477 in Indiana),Indiana
1093,2018-08-13,2018-08-07,DepartmentofChildServices-DataBreach,3 (3 in Indiana),Indiana
1094,2018-01-08,2017-12-22,State o. Indiana,2 (2 in Indiana),Indiana
1095,2018-06-21,2018-05-10,DiCiccoGulmanandCompanyLLP-DataBreach,1354 (87 in Indiana),Indiana
1096,2018-02-15,2018-01-18,DollarGeneralCorporation,43 (1 in Indiana),Indiana
1097,2018-06-20,2018-05-26,DollarShaveClubInc-DataBreach,1035 (18 in Indiana),Indiana
1098,2018-02-02,2018-01-23,DoralCorporation,335 (9 in Indiana),Indiana
1099,2018-08-01,2018-02-21,DoyleandAssociatesPC-DataBreach,489 (2 in Indiana),Indiana
1100,2018-10-05,,DrAmyWoodruff-DataBreach,Unknown (2 in Indiana),Indiana
1101,2018-10-05,,DrRobertCarpenter-DataBreach,Unknown (1 in Indiana),Indiana
1102,2018-02-23,,"DraperandKramer,Inc.",37 (11 in Indiana),Indiana
1103,2018-02-09,2017-07-17,Driscoll'sInc.,1530 (1 in Indiana),Indiana
1104,2018-11-28,,DunkinBrandsInc-DataBreach,175221 (2118 in Indiana),Indiana
1105,2018-08-02,2018-07-19,HealthandHospitalCorporationofMarionCounty-DataBreach,7 (7 in Indiana),Indiana
1106,2018-09-18,2017-06-26,EbbsRobertsHeadDawInc-DataBreach,4200 (6 in Indiana),Indiana
1107,2018-07-16,2017-09-12,EBSCOSignGroupInc-DataBreach,871 (25 in Indiana),Indiana
1108,2018-11-02,2016-12-09,ElPasoLosAngelesLimousineExpressInc-DataBreach,68647 (35 in Indiana),Indiana
1109,2018-09-05,2018-07-27,ElkhartCountyProsecutorAttorneyOfficeIVDChildSupport-DataBreach,2 (0 in Indiana),Indiana
1110,2018-06-11,2018-05-10,ElmcroftSeniorLivingInc-DataBreach,168490 (2894 in Indiana),Indiana
1111,2018-12-07,2018-12-06,ElwoodStaffingServicesInc-DataBreach,1 (1 in Indiana),Indiana
1112,,,EmployeeBenefitsCorporation-DataBreach,Unknown (Unknown in Indiana),Indiana
1113,2018-03-20,2018-03-07,EmployeeBenefitsCorporation-DataBreach,16 (16 in Indiana),Indiana
1114,2018-05-22,2018-03-07,EmployeeBenefitsCorporationForefront Dermatology-DataBreach,1298 (138 in Indiana),Indiana
1115,2018-05-22,2018-03-07,EmployeeBenefitsCorporationForeFrontManagement-DataBreach,455 (67 in Indiana),Indiana
1116,2018-05-22,2018-03-07,EmployeeBenefitsCorporationInterVarsityChristianFellowship-DataBreach,855 (16 in Indiana),Indiana
1117,2018-01-19,2018-01-10,EmployIndy-DataBreach,1 (1 in Indiana),Indiana
1118,,2018-05-31,EmployIndy-DataBreach,1 (1 in Indiana),Indiana
1119,2018-06-26,2018-05-15,EnchromaInc-DataBreach,149 (1 in Indiana),Indiana
1120,2018-02-14,,EngleMartin&Associates,2508 (11 in Indiana),Indiana
1121,2018-11-12,2018-05-26,EntrustEnergy-DataBreach,4782 (8 in Indiana),Indiana
1122,2018-10-10,2018-07-17,EnvisionHealthcareCorporation-DataBreach,21757 (244 in Indiana),Indiana
1123,2018-05-08,2018-01-10,EquiasAllianceLLC-DataBreach,2264 (565 in Indiana),Indiana
1124,2018-11-29,2018-04-20,EquityConceptsLLC-DataBreach,3794 (6 in Indiana),Indiana
1125,2018-06-19,2018-05-07,TheEducationalEmployeesSupplementaryRetirementSystemofFairfaxCounty-DataBreach,3332 (5 in Indiana),Indiana
1126,2018-06-13,2018-05-09,ErieInsuranceGroup-DataBreach,25 (2 in Indiana),Indiana
1127,2018-06-07,2015-12-01,ERPIronOreLLC-DataBreach,700 (700 in Indiana),Indiana
1128,2018-06-15,,ESAManagementLLC-DataBreach,1324 (8 in Indiana),Indiana
1129,2018-09-20,2018-05-09,ESINorthAmericaInc-DataBreach,698 (1 in Indiana),Indiana
1130,2018-08-21,2018-07-26,ExamOne-DataBreach,1 (1 in Indiana),Indiana
1131,2018-03-15,2018-02-12,ExamOne-DataBreach,1 (1 in Indiana),Indiana
1132,2018-10-24,2018-09-11,ExamOne-DataBreach,2 (2 in Indiana),Indiana
1133,2018-07-27,2018-07-07,ExamOne-DataBreach,1 (1 in Indiana),Indiana
1134,2018-01-12,2017-12-27,ExamOne-DataBreach,1 (1 in Indiana),Indiana
1135,,,ExitOneHotelLLC-DataBreach,Unknown (Unknown in Indiana),Indiana
1136,,,Experian-DataBreach,Unknown (Unknown in Indiana),Indiana
1137,,,Facebook-DataBreach,Unknown (Unknown in Indiana),Indiana
1138,,,FacebookInc,Unknown (Unknown in Indiana),Indiana
1139,2018-07-19,2018-04-14,FairbanksNorthStarBorough-DataBreach,6346 (9 in Indiana),Indiana
1140,2018-03-02,,FairchildMaddox&Leonidas,2365 (3 in Indiana),Indiana
1141,2018-02-21,2018-01-31,Family&SocialServicesAdministration,1 (1 in Indiana),Indiana
1142,2018-02-12,2018-02-05,Family&SocialServicesAdministration,1 (1 in Indiana),Indiana
1143,2018-05-10,2017-10-01,FareportalInc-DataBreach,880000 (1 in Indiana),Indiana
1144,2018-05-10,2017-10-01,FareportalInc-DataBreach,880000 (1 in Indiana),Indiana
1145,2018-05-15,2018-04-08,FarmCreditServicesofAmerica-DataBreach,114 (1 in Indiana),Indiana
1146,2018-12-11,2018-05-01,FarmerBrosCo-DataBreach,2412 (22 in Indiana),Indiana
1147,2018-05-11,2018-04-26,FarmgirlFlowersInc-DataBreach,1870 (24 in Indiana),Indiana
1148,2018-02-27,2017-08-14,FastHealthCorporation,657529 (16034 in Indiana),Indiana
1149,2018-09-17,2018-09-11,FCCIServicesInc-DataBreach,1 (1 in Indiana),Indiana
1150,2018-02-28,2018-02-20,FeconInc,218 (1 in Indiana),Indiana
1151,2018-09-05,2018-08-30,FederalExpressCorporation-DataBreach,1 (1 in Indiana),Indiana
1152,2018-08-06,2018-04-05,FeldEntertainmentInc-DataBreach,867 (1 in Indiana),Indiana
1153,2018-01-11,2017-11-24,State o. Indiana,348 (2 in Indiana),Indiana
1154,2018-07-16,2018-07-02,FidelityNationalFinancialonbehalfofChicagoTitleCompanyLLC-DataBreach,2 (2 in Indiana),Indiana
1155,2018-05-18,2018-03-31,FirstMerchantsBank-DataBreach,223 (223 in Indiana),Indiana
1156,2018-05-21,2018-04-26,FirstMerchantsBank-DataBreach,5 (5 in Indiana),Indiana
1157,2018-03-28,2018-03-14,FirstMerchantsBank-DataBreach,315 (25 in Indiana),Indiana
1158,2018-08-31,2018-07-13,FirstNationalBankofOmaha-DataBreach,31 (1 in Indiana),Indiana
1159,2018-09-27,2015-08-01,FirstGroupofAmericaInc-DataBreach,73 (3 in Indiana),Indiana
1160,2018-10-05,2018-08-14,FiveBelowInc-DataBreach,3234 (85 in Indiana),Indiana
1161,2018-11-02,2018-05-23,FiveGuysHoldingsInc-DataBreach,19191 (13 in Indiana),Indiana
1162,2018-02-20,2018-01-14,FlemingCountySchools,160 (1 in Indiana),Indiana
1163,2018-02-14,2017-11-21,FlexibleBenefitServiceCorporation,19438 (1098 in Indiana),Indiana
1164,2018-10-05,2018-06-27,FloridaFarmBureauCasualtyInsuranceCompany-DataBreach,4000 (2 in Indiana),Indiana
1165,2018-02-08,2017-11-20,FontainebleauMiamiBeach,158 (2 in Indiana),Indiana
1166,2018-05-31,2018-03-13,FordMotorCompany-DataBreach,1 (1 in Indiana),Indiana
1167,2018-10-25,2018-10-10,ForethoughtLifeInsuranceCompany-DataBreach,16 (1 in Indiana),Indiana
